nome,valor,cpf,matricula,inclusao
Luís Lima,575.80,436.270.649-68,24956,6/18/2019
Martim Castro,361.21,195.019.591-04,39657,6/23/2019
Isabela Araujo,754.77,739.693.418-41,16487,6/21/2019
Miguel Sousa,685.26,550.784.929-33,11001,6/26/2019
Aline Costa,986.71,408.168.236-42,39397,6/1/2019
Júlio Silva,341.17,314.399.027-98,11122,6/23/2019
Vinicius Cardoso,704.30,860.757.668-20,34368,6/20/2019
Luis Cavalcanti,540.57,106.265.434-01,27708,6/12/2019
Ana Correia,133.93,899.008.896-81,24763,6/2/2019
Marcos Castro,284.71,726.809.021-81,17716,6/25/2019
Thiago Goncalves,618.13,270.604.120-00,13070,6/20/2019
Marina Martins,102.03,460.376.162-72,36073,6/26/2019
Renan Ribeiro,382.12,415.120.412-11,24344,6/25/2019
Leonor Fernandes,749.30,130.665.102-63,48455,6/25/2019
Danilo Barbosa,484.44,331.792.818-20,43319,6/2/2019
Ryan Barros,780.75,721.670.423-10,35912,6/2/2019
Marina Martins,561.69,602.703.549-80,39854,6/22/2019
Kauan Carvalho,562.01,636.974.027-65,25176,6/27/2019
Ágatha Carvalho,179.45,683.741.400-38,15817,6/1/2019
Estevan Castro,439.90,419.513.501-03,46607,6/11/2019
Cauã Lima,442.92,835.301.967-11,36612,6/1/2019
Vinícius Melo,774.59,326.192.460-83,16672,6/8/2019
Thiago Cardoso,793.68,943.038.653-03,12356,6/8/2019
Matheus Goncalves,873.48,602.724.251-50,28468,6/13/2019
Kauan Pinto,800.00,898.386.941-00,37441,6/1/2019
Evelyn Rodrigues,508.76,403.032.746-03,33678,6/14/2019
Pedro Dias,322.03,863.290.698-40,20759,6/10/2019
Miguel Rocha,269.85,829.153.909-08,42086,6/5/2019
Beatrice Pinto,894.50,302.618.113-71,17330,6/23/2019
Luiza Cardoso,700.64,725.258.439-91,19911,6/4/2019
Thaís Alves,833.88,741.784.146-58,40009,6/3/2019
Alice Barros,740.75,126.872.815-22,33263,6/12/2019
Camila Barros,157.23,473.142.121-71,34762,6/10/2019
Matheus Pinto,493.58,511.530.852-59,11848,6/14/2019
Diogo Lima,842.95,179.038.267-00,23314,6/9/2019
Rafael Sousa,178.66,508.681.372-78,42346,6/24/2019
Mariana Cardoso,470.23,521.634.811-58,24659,6/7/2019
Nicolas Martins,847.67,260.308.885-87,30265,6/28/2019
Eduarda Gomes,173.15,252.282.756-14,21485,6/1/2019
Guilherme Correia,814.65,197.112.933-07,26899,6/1/2019
Gabrielly Correia,404.77,769.539.769-50,18441,6/18/2019
Miguel Correia,292.35,947.258.709-78,12350,6/28/2019
Manuela Souza,797.23,120.885.422-48,13369,6/14/2019
Gustavo Melo,636.53,609.648.527-80,48195,6/8/2019
Melissa Cardoso,426.36,994.044.291-20,29114,6/2/2019
Martim Costa,932.97,678.046.912-20,35072,6/30/2019
Eduardo Alves,293.22,846.818.763-13,26367,6/18/2019
Otávio Ferreira,758.79,521.974.783-54,13140,6/19/2019
Julieta Pinto,903.15,412.854.744-14,32204,6/11/2019
Diogo Barbosa,735.86,576.352.089-00,40621,6/1/2019
Lucas Dias,788.01,481.940.828-38,13254,6/17/2019
Diego Santos,750.32,431.842.946-68,19274,6/22/2019
Daniel Goncalves,175.87,748.449.050-40,23372,6/13/2019
Maria Cunha,217.60,244.377.808-84,29943,6/18/2019
Júlio Dias,838.60,603.375.074-81,29331,6/6/2019
Vitoria Almeida,508.04,947.000.735-27,26457,6/21/2019
Carla Barbosa,132.53,619.221.802-11,11851,6/18/2019
Lavinia Gomes,449.23,395.453.261-15,43494,6/1/2019
Alex Barbosa,857.95,382.141.760-93,11892,6/28/2019
Beatrice Ribeiro,221.89,789.628.843-56,34213,6/6/2019
Diogo Pereira,606.40,654.232.942-07,39555,6/2/2019
Erick Martins,642.57,595.108.440-71,36752,6/19/2019
Camila Santos,661.30,182.925.841-96,32165,6/11/2019
Gabrielle Ribeiro,664.37,814.381.978-70,15341,6/6/2019
Emily Costa,549.83,219.216.939-67,38208,6/7/2019
Bruno Dias,145.18,547.223.816-15,42102,6/4/2019
Fábio Lima,216.28,457.525.169-00,37344,6/6/2019
Breno Goncalves,503.95,264.568.066-66,19427,6/2/2019
Kauã Cardoso,705.12,769.653.746-67,45581,6/16/2019
Vitor Carvalho,341.83,631.462.261-11,33859,6/7/2019
Tiago Rocha,778.42,525.732.404-01,43031,6/30/2019
Amanda Ferreira,832.10,944.951.489-58,27989,6/10/2019
Marisa Pinto,474.43,958.589.993-01,10844,6/19/2019
Tiago Alves,180.94,856.746.076-05,40951,6/25/2019
Sophia Azevedo,573.24,453.793.712-21,40583,6/3/2019
Lavinia Castro,432.81,232.992.384-85,18746,6/25/2019
Nicolas Dias,178.95,477.145.362-41,26809,6/1/2019
Sofia Barros,964.32,790.857.168-96,14223,6/10/2019
Ryan Silva,399.19,754.272.017-18,19628,6/25/2019
Fábio Goncalves,215.74,171.260.667-08,17201,6/18/2019
Samuel Rocha,649.42,798.041.711-98,35315,6/10/2019
Beatrice Rodrigues,407.54,162.647.286-67,15926,6/12/2019
Beatriz Costa,832.78,766.017.707-95,20964,6/25/2019
Luís Martins,933.97,487.862.544-99,48390,6/23/2019
Enzo Sousa,899.40,984.959.427-63,48959,6/9/2019
Giovanna Cardoso,370.31,751.772.592-00,49473,6/10/2019
Ágatha Cavalcanti,778.27,475.815.458-90,11209,6/8/2019
Ágatha Martins,186.77,209.324.527-28,35725,6/7/2019
Vinicius Carvalho,922.80,406.520.134-90,30710,6/29/2019
Carla Rocha,291.02,990.966.573-57,36873,6/20/2019
Murilo Gomes,755.00,203.127.309-42,33562,6/14/2019
Sophia Goncalves,865.90,352.576.488-06,33363,6/18/2019
João Sousa,219.95,465.634.418-40,36963,6/11/2019
Gabriel Ribeiro,931.27,143.207.275-76,49579,6/12/2019
Julia Castro,130.06,936.092.496-25,29834,6/3/2019
Danilo Ribeiro,301.94,464.475.618-00,37215,6/30/2019
Beatrice Pereira,768.93,267.631.043-75,18115,6/10/2019
Yasmin Pinto,287.91,284.833.069-48,33414,6/19/2019
Laura Carvalho,605.91,141.875.815-96,33567,6/25/2019
Arthur Gomes,417.34,298.852.981-77,21518,6/11/2019
Victor Ribeiro,859.62,758.830.657-24,20995,6/6/2019
Igor Castro,433.75,144.555.624-35,42162,6/3/2019
Bruna Ferreira,424.25,435.718.867-98,36900,6/19/2019
Gustavo Barros,821.29,877.077.663-69,36440,6/13/2019
Rafael Goncalves,589.39,976.801.061-42,49518,6/24/2019
Lara Araujo,808.62,627.249.458-08,41171,6/8/2019
Joao Souza,571.58,923.601.289-22,18708,6/1/2019
Raissa Carvalho,698.76,557.599.220-92,49966,6/27/2019
Bianca Dias,389.94,919.021.966-00,42599,6/2/2019
Rafaela Rocha,800.08,565.012.447-73,38580,6/9/2019
Carolina Ribeiro,505.85,944.584.054-20,18600,6/21/2019
Fernanda Melo,453.04,741.293.981-56,27921,6/14/2019
Aline Pereira,534.33,219.059.270-45,32403,6/15/2019
Laura Rocha,204.95,162.351.002-30,46232,6/23/2019
Rodrigo Fernandes,282.02,715.811.378-77,18147,6/2/2019
Breno Rodrigues,803.64,515.591.441-81,33353,6/23/2019
Victor Correia,906.52,584.081.694-91,28106,6/2/2019
Rafael Azevedo,196.16,595.383.183-82,10999,6/6/2019
Paulo Sousa,497.00,372.179.525-30,24255,6/16/2019
Gabrielle Cardoso,437.64,470.442.554-18,16559,6/21/2019
Lucas Cavalcanti,207.47,482.025.619-06,33257,6/4/2019
Lucas Pereira,708.06,929.227.550-02,46038,6/3/2019
Arthur Lima,752.50,497.995.952-07,14904,6/21/2019
Camila Sousa,302.22,785.165.690-71,31799,6/4/2019
Tomás Rocha,336.92,574.586.374-98,11301,6/12/2019
Miguel Sousa,180.24,512.945.507-05,10402,6/20/2019
Vitoria Azevedo,572.15,707.194.512-80,31926,6/6/2019
Daniel Costa,104.64,957.312.847-09,46684,6/2/2019
Fernanda Barbosa,386.21,651.182.998-70,43486,6/6/2019
Manuela Martins,494.18,970.792.194-34,30067,6/25/2019
Guilherme Correia,571.83,256.846.626-09,48045,6/19/2019
Eduarda Rocha,602.32,765.331.262-45,15399,6/20/2019
Davi Cavalcanti,568.59,515.225.772-62,15474,6/13/2019
Gabriel Souza,293.67,861.114.741-38,37284,6/25/2019
Estevan Barbosa,508.67,393.693.842-35,16273,6/5/2019
Igor Barros,127.82,725.324.122-32,18877,6/21/2019
Livia Oliveira,613.67,205.540.260-90,21210,6/23/2019
Leonardo Azevedo,131.46,171.013.746-03,33009,6/8/2019
Manuela Oliveira,497.99,638.188.643-90,39118,6/10/2019
Paulo Silva,282.93,529.403.887-09,20195,6/1/2019
Kaua Rocha,662.82,722.950.691-30,18663,6/26/2019
Gabrielle Cunha,538.71,310.292.769-60,30691,6/24/2019
Otávio Sousa,869.38,878.728.535-58,33318,6/16/2019
Isabela Lima,401.42,676.709.247-99,34502,6/10/2019
Camila Cardoso,211.46,414.031.590-33,45089,6/8/2019
Sophia Dias,534.42,997.334.379-48,12089,6/22/2019
Kauã Barros,932.47,774.745.816-98,14257,6/12/2019
Eduarda Rocha,924.62,161.288.349-49,47516,6/27/2019
Júlia Pereira,601.93,361.304.347-58,26940,6/10/2019
Marisa Cunha,624.68,288.451.219-50,36228,6/4/2019
Ágatha Costa,319.72,833.495.717-35,40244,6/21/2019
Sofia Goncalves,127.69,467.591.902-20,34724,6/6/2019
Paulo Silva,745.79,815.338.112-10,43656,6/22/2019
Emilly Araujo,464.64,145.273.236-10,12153,6/15/2019
Diego Ribeiro,668.57,609.715.653-76,27989,6/3/2019
Julieta Cardoso,251.86,890.705.899-74,43379,6/12/2019
Murilo Oliveira,220.00,531.184.841-36,28750,6/6/2019
Carla Costa,540.28,587.115.767-07,31354,6/23/2019
Gabrielly Ferreira,736.70,536.096.833-84,26000,6/13/2019
Júlio Alves,203.18,134.299.685-26,46983,6/21/2019
Tomás Ferreira,171.32,723.957.137-83,39494,6/13/2019
Giovana Gomes,623.07,536.965.565-05,22610,6/27/2019
Renan Castro,753.46,232.185.996-28,46560,6/22/2019
Joao Dias,413.52,785.821.064-59,47337,6/7/2019
Melissa Barbosa,904.66,704.077.033-49,16498,6/8/2019
Tomás Lima,856.97,433.020.614-55,39675,6/7/2019
Giovana Cavalcanti,726.02,447.401.073-68,28463,6/16/2019
Luís Rodrigues,927.45,942.484.076-47,36747,6/7/2019
Isabella Pereira,273.24,114.679.538-65,10293,6/29/2019
Letícia Cunha,868.91,217.393.002-89,37968,6/13/2019
Victor Costa,457.68,373.384.805-59,20579,6/10/2019
Kauê Goncalves,534.23,701.812.417-49,37718,6/12/2019
Julia Gomes,101.72,513.937.248-76,40307,6/29/2019
Sofia Gomes,632.22,718.212.395-98,22548,6/10/2019
Bianca Lima,911.44,551.348.894-90,41799,6/10/2019
Carlos Melo,986.86,917.231.435-45,13892,6/16/2019
Enzo Correia,708.15,562.172.426-72,13935,6/15/2019
Isabela Lima,831.68,508.890.298-06,40800,6/22/2019
Felipe Costa,885.27,972.503.916-58,30283,6/24/2019
Raissa Costa,613.41,517.164.008-48,30853,6/14/2019
Emilly Souza,203.76,880.513.661-15,36375,6/14/2019
Fábio Sousa,616.47,887.334.052-04,46137,6/12/2019
Rebeca Ribeiro,475.39,525.879.488-19,18610,6/5/2019
Carolina Melo,136.44,576.647.646-96,46008,6/15/2019
Marina Araujo,183.97,399.920.427-37,27483,6/10/2019
Evelyn Sousa,365.24,391.981.241-70,49174,6/26/2019
Gustavo Lima,744.22,370.074.488-95,41310,6/16/2019
Carlos Costa,417.11,724.484.954-08,13471,6/28/2019
Cauã Melo,697.62,931.624.052-20,17043,6/25/2019
Julieta Correia,103.47,262.761.340-58,36489,6/4/2019
Ryan Souza,702.80,731.407.324-49,12199,6/2/2019
Lavinia Fernandes,470.87,236.522.601-98,37927,6/8/2019
Sarah Ferreira,126.60,798.812.173-18,12446,6/6/2019
Mariana Lima,135.64,975.602.953-63,21704,6/6/2019
Felipe Correia,198.91,626.420.531-13,40404,6/6/2019
Vitória Oliveira,633.07,181.971.630-90,13061,6/25/2019
Felipe Costa,674.01,367.176.246-20,48442,6/27/2019
Amanda Castro,371.19,630.912.752-72,43358,6/9/2019
Luiz Santos,229.27,433.857.014-81,17414,6/4/2019
Anna Gomes,587.18,949.678.250-79,11203,6/7/2019
Julia Cardoso,597.43,236.791.005-74,42411,6/9/2019
Luís Oliveira,512.62,611.100.658-41,17221,6/26/2019
Gabriela Pinto,810.42,224.808.404-84,43815,6/18/2019
Camila Souza,167.99,830.574.737-92,28002,6/15/2019
Rafaela Sousa,419.82,504.904.498-75,18313,6/1/2019
Isabella Alves,511.50,212.962.826-51,25523,6/24/2019
Leila Santos,394.09,230.585.143-01,19130,6/9/2019
Nicolas Lima,648.68,630.812.702-78,37465,6/14/2019
Nicolas Souza,696.30,241.483.125-12,25437,6/28/2019
Livia Santos,130.94,855.762.659-20,11423,6/5/2019
Leonardo Pinto,204.37,890.697.805-77,24969,6/11/2019
Tiago Lima,166.97,131.479.096-03,12437,6/13/2019
Raissa Goncalves,638.10,669.166.916-97,20107,6/5/2019
Luiz Fernandes,954.97,362.457.943-66,25259,6/26/2019
Otávio Santos,771.43,737.131.996-63,16554,6/15/2019
Marina Pinto,198.43,828.320.227-82,20396,6/21/2019
Guilherme Almeida,684.25,445.614.146-81,26137,6/19/2019
Joao Carvalho,713.04,195.224.612-10,29750,6/10/2019
Luiz Ferreira,133.96,103.443.478-00,33454,6/23/2019
Fábio Carvalho,455.37,644.483.325-60,33151,6/22/2019
Daniel Barbosa,667.96,290.117.655-08,41244,6/30/2019
Laura Correia,661.28,126.734.439-32,23180,6/9/2019
Tânia Rodrigues,891.63,836.925.165-09,38648,6/2/2019
Daniel Pereira,743.24,851.170.387-03,26155,6/9/2019
Anna Cunha,936.21,451.392.640-64,26697,6/23/2019
Sofia Ribeiro,904.67,820.154.482-09,17131,6/25/2019
Beatriz Souza,329.74,511.801.444-14,26430,6/7/2019
Gabriel Correia,382.04,344.998.326-16,30702,6/2/2019
Murilo Dias,827.57,290.834.307-07,31971,6/12/2019
Rebeca Souza,381.82,413.947.402-55,44585,6/14/2019
Rafaela Pinto,480.38,191.664.625-50,20982,6/18/2019
Samuel Cardoso,908.76,889.805.543-97,21001,6/27/2019
Nicolash Rodrigues,396.23,468.305.275-03,22873,6/28/2019
Letícia Pinto,653.88,748.900.519-10,20193,6/15/2019
Isabelle Alves,446.45,749.713.372-10,34901,6/29/2019
Maria Ribeiro,279.86,226.895.307-67,45028,6/30/2019
Caio Araujo,707.00,721.096.895-44,10139,6/22/2019
Julieta Alves,575.77,630.730.923-74,15716,6/7/2019
Murilo Pinto,679.88,181.110.265-44,47584,6/24/2019
Guilherme Silva,516.12,461.632.577-40,15373,6/29/2019
Breno Ferreira,624.10,358.795.947-18,29197,6/17/2019
Yasmin Carvalho,395.74,909.861.303-97,35284,6/30/2019
Evelyn Barros,461.03,885.367.046-08,47107,6/1/2019
Beatrice Santos,470.54,435.079.396-81,13462,6/7/2019
Lucas Fernandes,484.85,330.476.570-09,24079,6/20/2019
Anna Oliveira,579.21,405.620.648-18,29880,6/7/2019
Vinicius Sousa,828.29,479.187.767-55,46912,6/19/2019
Amanda Barros,335.99,697.734.303-67,17600,6/8/2019
Carlos Azevedo,507.11,981.367.338-99,49869,6/11/2019
Rafaela Alves,432.71,927.874.922-23,46782,6/21/2019
Rebeca Melo,385.76,772.515.658-54,30199,6/26/2019
Lucas Goncalves,275.14,343.842.467-30,31568,6/17/2019
Luiza Goncalves,313.29,678.241.397-35,34690,6/20/2019
Gabrielle Cunha,386.37,118.505.262-30,34971,6/4/2019
Carlos Araujo,903.55,875.026.719-19,22241,6/14/2019
Rebeca Alves,269.69,472.986.035-74,24571,6/4/2019
Laura Melo,174.90,677.166.049-45,18555,6/6/2019
Alice Almeida,626.80,920.738.172-97,36206,6/10/2019
Júlio Gomes,856.51,510.421.750-71,48557,6/12/2019
Daniel Carvalho,775.80,857.472.461-00,30007,6/27/2019
Amanda Ferreira,691.84,378.431.407-43,14998,6/7/2019
Mariana Fernandes,719.44,569.605.583-44,16541,6/26/2019
Diogo Gomes,974.18,836.395.502-77,48278,6/14/2019
Gabriel Azevedo,931.19,120.201.306-61,35186,6/21/2019
Vinicius Melo,671.71,436.473.597-34,14854,6/6/2019
Ágatha Ferreira,475.75,697.131.920-60,45628,6/3/2019
Marcos Barbosa,111.66,690.454.412-09,42316,6/1/2019
Cauã Pereira,571.00,148.263.735-97,25676,6/16/2019
Anna Gomes,648.98,255.238.247-98,18128,6/24/2019
Enzo Pereira,569.35,191.774.910-41,34350,6/8/2019
Ryan Rocha,564.69,295.376.839-40,45175,6/11/2019
Felipe Cunha,451.32,962.369.204-86,26657,6/30/2019
Miguel Silva,188.67,331.103.234-94,18310,6/18/2019
Aline Ferreira,985.79,602.252.770-85,43094,6/24/2019
Luana Lima,524.55,771.053.853-32,49146,6/20/2019
Carla Costa,420.13,688.733.587-56,37894,6/23/2019
Bianca Fernandes,790.85,377.125.690-96,28342,6/7/2019
Diogo Alves,365.70,270.186.004-05,12675,6/22/2019
Evelyn Fernandes,272.63,604.156.909-78,42702,6/5/2019
Thiago Dias,451.87,956.305.077-02,49933,6/19/2019
Carolina Cavalcanti,591.24,753.037.446-04,24194,6/20/2019
Paulo Martins,347.53,780.799.557-27,11737,6/10/2019
Amanda Rocha,343.58,434.155.048-91,28344,6/4/2019
Nicolas Rocha,712.88,585.496.979-31,27721,6/1/2019
Douglas Lima,536.88,882.156.563-74,30177,6/1/2019
Nicolash Castro,278.55,810.767.295-09,30054,6/10/2019
Vitór Ribeiro,769.60,765.145.715-30,26182,6/10/2019
Rodrigo Silva,524.29,592.555.238-56,49702,6/17/2019
Murilo Gomes,503.17,413.034.818-39,19272,6/26/2019
Antônio Pereira,505.14,810.429.576-49,24885,6/14/2019
Rafael Carvalho,874.00,268.250.910-00,38325,6/4/2019
Lara Ferreira,222.06,379.578.221-00,43193,6/13/2019
Tomás Azevedo,192.47,399.891.231-28,41996,6/27/2019
Anna Correia,856.53,385.695.042-76,31337,6/20/2019
Aline Barros,613.28,661.320.307-60,19682,6/22/2019
Igor Barros,999.35,581.648.465-62,45441,6/27/2019
Laura Santos,190.75,592.419.753-00,18770,6/26/2019
Gabrielle Cunha,838.56,821.421.262-60,15395,6/20/2019
Eduardo Araujo,993.10,342.286.114-94,18270,6/7/2019
Tânia Cardoso,622.21,403.597.988-02,38897,6/9/2019
Lucas Costa,992.45,871.036.603-28,31039,6/27/2019
Julia Ribeiro,552.65,314.525.928-88,17863,6/26/2019
Carolina Martins,111.36,102.644.369-54,41561,6/13/2019
Sophia Gomes,218.19,300.222.378-60,31368,6/16/2019
Raissa Carvalho,776.18,827.890.697-19,14492,6/3/2019
Anna Oliveira,527.10,493.291.281-14,10023,6/24/2019
Eduardo Alves,606.63,776.756.137-24,21967,6/29/2019
Rafaela Ribeiro,102.49,783.434.757-80,30518,6/30/2019
Tomás Cardoso,999.33,238.273.279-20,45889,6/27/2019
Thaís Oliveira,815.32,513.011.618-61,48133,6/3/2019
André Goncalves,236.24,767.805.847-03,39171,6/10/2019
Victor Santos,705.28,172.589.748-22,20515,6/29/2019
Leonor Azevedo,373.29,981.178.414-01,47470,6/29/2019
Davi Almeida,437.17,684.930.198-52,13142,6/24/2019
Otávio Dias,309.14,127.057.319-54,13285,6/21/2019
Luan Pinto,603.37,635.800.676-21,32724,6/27/2019
Leonor Gomes,470.85,312.556.270-85,11181,6/4/2019
Raissa Barbosa,256.93,355.972.034-60,29159,6/6/2019
Renan Silva,934.69,367.911.208-43,38999,6/14/2019
Eduardo Pinto,908.23,259.478.422-20,34142,6/29/2019
Isabela Castro,764.26,163.265.122-04,20074,6/23/2019
Rodrigo Sousa,215.45,936.464.126-40,18910,6/22/2019
Gabrielle Castro,443.28,914.376.388-05,21849,6/22/2019
Rafael Fernandes,664.42,296.195.688-93,11460,6/15/2019
Rafaela Araujo,621.37,930.224.757-05,42000,6/19/2019
Melissa Goncalves,384.66,219.251.818-80,48696,6/24/2019
Luana Fernandes,221.49,430.513.680-59,27188,6/14/2019
Samuel Cunha,304.12,794.407.508-47,19845,6/25/2019
Estevan Pinto,863.52,845.069.498-11,32562,6/28/2019
Leonor Rocha,923.94,221.546.109-86,30901,6/4/2019
Davi Souza,314.91,950.508.125-18,34911,6/2/2019
Vitória Barros,830.56,257.348.305-34,11742,6/4/2019
Lara Cavalcanti,990.15,241.494.850-70,15121,6/8/2019
Camila Cardoso,578.95,934.442.956-18,17141,6/13/2019
Luiza Almeida,257.20,706.192.771-22,15306,6/19/2019
Murilo Cavalcanti,418.63,820.333.451-22,18405,6/30/2019
Isabella Dias,259.57,441.261.475-19,43713,6/29/2019
Miguel Pinto,785.63,626.489.460-55,19006,6/18/2019
Breno Pinto,921.27,512.765.139-41,42710,6/22/2019
Kaua Melo,257.70,202.101.681-10,28313,6/17/2019
Samuel Carvalho,239.23,357.111.989-47,48077,6/3/2019
Beatriz Melo,700.49,947.417.892-50,11927,6/20/2019
Erick Pinto,308.69,182.109.698-38,38305,6/12/2019
Arthur Melo,383.44,495.987.860-64,21858,6/1/2019
José Lima,539.12,976.926.143-26,11222,6/17/2019
Kauan Martins,674.16,595.024.604-72,26713,6/13/2019
Julia Silva,158.28,919.129.905-55,25578,6/5/2019
Lavinia Santos,445.02,368.282.997-01,28739,6/13/2019
Victor Dias,813.44,983.758.191-31,30662,6/23/2019
Daniel Carvalho,630.87,201.976.828-39,27754,6/11/2019
Rafaela Ferreira,675.85,292.461.228-44,37766,6/22/2019
Laura Ferreira,255.77,818.318.612-24,11913,6/7/2019
Thaís Goncalves,446.34,991.916.141-12,19808,6/10/2019
Kauã Melo,165.34,155.927.265-11,45160,6/11/2019
Rodrigo Correia,492.17,766.473.517-36,22253,6/4/2019
Alice Alves,322.02,296.867.258-49,48723,6/7/2019
Kauã Pereira,731.67,100.457.074-05,20915,6/1/2019
Thaís Pinto,430.15,724.066.826-68,19947,6/21/2019
Kauan Araujo,782.39,307.705.633-09,36081,6/28/2019
Sophia Goncalves,570.31,239.251.449-60,29940,6/19/2019
Kauê Lima,183.23,305.045.174-22,19606,6/18/2019
André Oliveira,400.37,637.743.232-16,19840,6/21/2019
Marisa Martins,374.20,417.740.349-05,41025,6/28/2019
Leila Souza,475.83,333.752.854-69,36939,6/22/2019
Eduardo Melo,758.81,690.758.692-40,15166,6/7/2019
Clara Lima,297.88,225.477.718-10,49589,6/19/2019
Carla Ferreira,799.01,542.071.952-54,35338,6/26/2019
Rodrigo Costa,219.72,328.216.794-67,43553,6/12/2019
Lucas Castro,353.51,272.225.613-40,18948,6/26/2019
Tânia Ferreira,169.46,624.928.405-22,16673,6/14/2019
Vitória Almeida,779.59,454.365.683-00,37417,6/25/2019
Julieta Almeida,148.60,244.949.194-54,33095,6/26/2019
Maria Oliveira,631.96,185.918.555-07,25069,6/4/2019
Luiza Rodrigues,922.14,463.143.010-92,10963,6/24/2019
Leila Lima,328.40,404.505.534-77,27746,6/19/2019
Laura Costa,108.23,227.361.389-02,14294,6/16/2019
Júlio Rocha,350.78,151.426.830-21,13349,6/13/2019
Marisa Correia,774.52,921.680.470-06,38744,6/13/2019
Daniel Silva,611.93,267.785.415-55,15351,6/9/2019
Sofia Ferreira,953.27,101.614.090-83,45172,6/11/2019
Ágatha Ribeiro,100.39,671.499.163-09,30833,6/21/2019
Nicolas Araujo,529.63,576.573.882-69,43496,6/18/2019
Melissa Rodrigues,525.48,115.105.389-92,33062,6/11/2019
Eduarda Barros,886.21,489.967.630-12,32603,6/8/2019
Aline Fernandes,781.20,972.173.186-29,36450,6/9/2019
Luiza Barbosa,295.81,334.340.517-59,11381,6/23/2019
Bruna Cunha,177.50,324.474.571-70,46592,6/1/2019
Renan Rocha,700.98,651.985.756-40,35918,6/24/2019
Isabella Rocha,282.23,309.235.107-02,49386,6/20/2019
Fernanda Azevedo,744.02,387.604.504-52,27398,6/30/2019
Kauã Barros,162.43,145.940.720-20,32273,6/9/2019
Emily Pereira,145.33,857.077.258-06,36856,6/9/2019
Victor Souza,654.28,794.681.970-69,27626,6/4/2019
Fernanda Sousa,675.49,681.235.977-70,49660,6/27/2019
Beatrice Ferreira,276.13,100.273.356-15,10621,6/22/2019
Alice Melo,785.06,344.323.400-37,26142,6/8/2019
Renan Barros,862.21,899.714.490-13,23100,6/20/2019
Gabrielle Costa,929.38,468.524.382-01,45190,6/7/2019
Diogo Dias,592.21,625.373.415-62,39578,6/12/2019
Samuel Rodrigues,183.33,996.964.751-28,41198,6/10/2019
José Alves,342.56,629.505.202-94,45796,6/11/2019
Matheus Barros,864.27,675.114.162-92,36895,6/11/2019
Daniel Pereira,594.54,143.947.364-12,40853,6/23/2019
Vitór Cavalcanti,505.66,400.820.179-30,40536,6/25/2019
Danilo Pereira,154.61,253.835.605-99,17982,6/19/2019
Vinicius Goncalves,603.32,588.005.052-10,48485,6/27/2019
Evelyn Souza,327.10,741.155.578-93,33025,6/20/2019
Yasmin Ribeiro,461.34,900.806.478-20,10049,6/4/2019
Luis Almeida,814.34,806.882.241-05,49631,6/14/2019
Vitór Santos,104.62,373.928.176-63,18774,6/21/2019
Thiago Dias,686.24,629.793.052-00,32409,6/11/2019
Carla Gomes,250.53,932.468.066-83,14797,6/4/2019
Luiza Azevedo,615.34,439.405.638-11,47589,6/21/2019
Beatrice Araujo,663.66,417.904.437-41,12684,6/2/2019
Luan Correia,131.22,259.897.011-01,11348,6/2/2019
